PID,TID,DevId,Count,QCount,TAvg (ns),TMed (ns),TMin (ns),TMax (ns),TStdDev (ns),AAvg (ns),AMed (ns),AMin (ns),AMax (ns),AStdDev (ns),QAvg (ns),QMed (ns),QMin (ns),QMax (ns),QStdDev (ns),KAvg (ns),KMed (ns),KMin (ns),KMax (ns),KStdDev (ns),API Name,Kernel Name
53956,54076,0,756,756,814632.0,822038.5,9852,1840111,660574.0,3586.8,3477.0,3038,8204,462.7,808093.3,814746.5,1986,1832373,659963.1,2952.0,2752.0,1152,4672,951.8,cudaLaunchKernel,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
53956,54076,0,980,980,735124.0,896367.0,18125,1645872,517074.9,3510.3,3402.0,2938,19805,697.4,711922.2,869609.0,5491,1618938,512947.8,19691.6,19840.0,7008,29439,6132.4,cudaLaunchKernel,"void flashinfer::PersistentVariableLengthMergeStatesKernel<(unsigned int)8, (unsigned int)16, (unsigned int)8, (unsigned int)4, __nv_bfloat16, __nv_bfloat16, int>(T5 *, float *, T7 *, T6 *, float *, unsigned int, unsigned int *, unsigned int)"
53956,54076,0,448,448,590771.8,591803.0,33616,1101808,409318.7,3470.0,3351.5,2823,9694,557.3,560190.9,560459.5,40,1070618,408468.6,27111.0,28031.0,22271,33311,2252.2,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x4_tn_align8>(T1::Params)
53956,54076,0,5,5,517446.0,7420.0,6824,2557768,1140574.8,5898.6,5660.0,4968,7264,881.7,510753.8,458.0,300,2552032,1141109.2,793.6,768.0,768,864,41.7,cudaLaunchKernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
53956,54076,0,136,130,168301.6,8140.0,6121,10880057,1313305.2,6236.6,5822.5,3739,62556,5089.4,167950.9,651.5,3,10871015,1342849.6,1549.6,1632.0,1024,3424,275.7,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)128, (int)1, (int)16>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
53956,54076,0,19,15,86469.6,8313.0,6359,1416644,322671.7,10281.9,5650.0,4123,90515,19459.4,94243.5,601.0,55,1405201,362665.7,1894.7,1824.0,1120,3584,569.4,cudaLaunchKernel,"void at::native::<unnamed>::CatArrayBatchedCopy_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
53956,54076,0,168,167,75335.1,29356.0,21444,423367,84715.9,3767.0,3384.5,2892,49632,3584.7,53970.5,8666.0,161,403269,85717.8,18018.6,16943.5,16512,24383,2192.6,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_tn
53956,54076,0,56,55,29275.9,29422.0,23008,33147,1425.9,3262.7,3198.0,2814,7349,594.3,11982.2,12153.0,999,14304,1623.9,14248.2,14047.0,13568,17984,812.7,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_tn_align8>(T1::Params)
53956,54076,0,28,28,26536.4,25816.5,25251,35321,2368.9,3594.0,3568.5,3105,5286,403.8,1377.2,1418.0,692,1584,156.0,21565.1,20799.5,20639,29343,2232.3,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x2_tn_align8>(T1::Params)
53956,54076,0,308,305,25590.8,26379.5,14755,46000,8650.9,3540.5,3334.0,2834,46000,2456.5,7445.0,7182.0,74,19274,5774.9,14713.8,14687.0,10368,21312,3473.0,cudaLaunchKernel,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_tn
53956,54076,0,196,194,19529.2,19039.5,13160,30779,3793.7,3659.8,3614.5,3045,6421,413.4,2211.0,1315.5,354,9903,1752.4,13686.7,14191.5,8448,20512,2720.3,cuLaunchKernel,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_tn_align8>(T1::Params)
53956,54076,0,28,27,10092.9,10036.0,9402,14961,995.0,4509.6,4215.5,3622,14961,2069.4,1168.0,1180.0,821,1369,97.6,4626.2,4608.0,4576,4768,47.3,cudaLaunchKernel,"void flashinfer::BatchPrefillWithPagedKVCacheKernel<(flashinfer::MaskMode)1, (flashinfer::PosEncodingMode)0, (unsigned int)1, (unsigned int)8, (unsigned int)4, (unsigned int)4, (unsigned int)1, float, flashinfer::ComposedAttention<flashinfer::BatchPrefillPagedParams<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, int>, (unsigned int)2>>(flashinfer::uint_fastdiv, T9::ParamsT)"
53956,54076,0,101,100,7512.9,7458.0,6488,10905,657.2,4723.1,4584.0,4181,10905,721.2,919.2,916.0,548,1259,131.2,1901.2,1824.0,1184,3936,451.4,cudaLaunchKernel,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
